caption	url	Visible	Subjective	Action	Story	Meta	Irrelevant	Other	When	How	Where	Comment
close up of a smiling mouth	http://www.uofmhealth.org/sites/default/files/styles/media_thumbnail/public/general/featured/Open%20mouth%20with%20missing%20teeth.jpg?itok=0_Ucvj7h	1	0	0	0	1	0	0	0	0	1	
noble person in a red suit	https://i.pinimg.com/736x/8e/8c/54/8e8c5467cc29468d1b06f4a05e58c3d3--danish-royalty-th-anniversary.jpg	1	0	0	0	0	0	0	0	0	0	
i love the color of her hair !	https://i.pinimg.com/736x/0a/ff/cc/0affcc9ff8785936b1eae835574ce76f--cute-dresses-charity.jpg	0	0	0	1	0	0	0	0	0	0	
cute snake on a white background .	https://vecto.rs/600/vector-of-a-2013-snake-wearing-a-santa-hat-by-hit-toon-39665.jpg	0	0	0	0	0	0	1	0	0	0	text
what type of person are you ?	https://s-media-cache-ak0.pinimg.com/originals/3e/60/e2/3e60e2c49a791e035263c104e6909986.jpg	0	0	0	0	0	0	1	0	0	0	text
actor presents the new fragrance .	https://media.gettyimages.com/photos/actor-luke-bracey-presents-polo-red-extreme-the-new-ralph-lauren-on-picture-id633257654	0	0	0	0	0	1	0	0	0	0	
all of the bags you need for summer !	https://i.pinimg.com/736x/ff/dc/c3/ffdcc3e322c6b9468fe55477c6a92eae--boho-bags-purse-essentials.jpg	0	0	0	1	0	0	0	0	0	0	
professional athlete competes during day .	http://l7.alamy.com/zooms/3512ebb9c0914d9e81072e77dd1e64ff/max-hess-from-germany-in-action-during-the-triple-jump-at-the-european-hrymm6.jpg	1	0	1	0	1	0	0	1	0	0	
tv programme creator of the ####s	https://i.pinimg.com/736x/d4/c9/95/d4c995bf797ab915115478283ba20704--charlie-cox-netflix-series.jpg	1	0	0	1	0	0	0	0	0	0	
actor as tv character in tv drama	https://ak5.picdn.net/shutterstock/videos/16145785/thumb/4.jpg?i10c=img.resize(height:160)	0	0	0	1	0	0	0	0	0	0	
funny animals of the week , animal photos	http://2.bp.blogspot.com/-COeRRFA6gCQ/VGZVGcxITvI/AAAAAAABOa8/MioVf1FnACg/s1600/funny-animal-134-23.jpg	0	1	0	1	0	0	0	0	0	0	
beverage type from the glass	https://pbs.twimg.com/media/DMI_aXGVoAA0pn7.jpg	0	0	0	1	0	0	0	0	0	0	
how to grow vegetables in a greenhouse	http://atlantahomesmag.com/wp-content/uploads/2017/11/Chefs-in-garden-640x427.jpg	0	0	0	1	0	0	0	0	0	0	
portrait of a beautiful young woman in glasses .	https://ak9.picdn.net/shutterstock/videos/25028069/thumb/1.jpg?i10c=img.resize(height:160)	1	1	0	0	1	0	0	0	0	1	
soccer player has scored goals in games this season	http://i.dailymail.co.uk/i/pix/2015/04/20/11/27C04EA300000578-3046821-image-m-21_1429524479170.jpg	0	0	0	1	0	0	0	0	0	0	
person with some of her friends .	https://accidentalwisdomblog.files.wordpress.com/2014/11/thanksgiving2013.jpg	0	0	0	1	0	0	0	0	0	0	
what are the types of reptiles	http://slideplayer.com/1739458/7/images/81/Mating+in+terrestrial+worms%3A+Worms+usually+mate+at+night+in+late+summer%2C+but+will+mate+other+times+if+the+conditions+are+favorable..jpg	0	0	0	0	0	0	1	0	0	0	text
i want to make a dress like this !	https://media.istockphoto.com/photos/girl-in-white-clothes-holds-a-basket-of-christmas-decorations-picture-id626070400?k=6&m=626070400&s=612x612&w=0&h=f1PxfvIbhQmUFlzdStCCHRhJtRHcW6tJjQ__IWjpnMA=	0	0	0	1	0	0	0	0	0	0	
a city for sale property .	https://odis.homeaway.com/odis/listing/650b6691-7d3a-4ed0-948c-557b50ce906f.c10.jpg	0	0	0	1	0	0	0	0	0	0	
actor and person attend the westwood premiere	https://media.gettyimages.com/photos/actor-michael-biehn-and-wife-gina-marsh-attend-the-passenger-57-on-picture-id156129788?s=612x612	1	0	1	0	1	0	0	0	1	0	
person makes a catch during a game against a city .	http://s3.amazonaws.com/ogden_images/www.post-journal.com/images/2017/07/30233627/Markey-Throw-Sunday.jpg	1	0	1	0	1	0	0	1	0	0	
actor is photographed for the times	https://media.gettyimages.com/photos/actor-danny-mcbride-poses-for-a-portraits-at-the-2015-sundance-film-picture-id463086370?s=612x612	0	0	0	1	0	0	0	0	0	0	
pop artist performs at show	http://i.dailymail.co.uk/i/pix/2015/12/09/06/2F3230F500000578-3352157-image-a-31_1449643544710.jpg	1	0	1	0	1	0	0	0	1	0	
how to make the most of a small kitchen	https://nz3.architecturemedia.net/site_media/media/cache/8d/82/8d827d7617395920f50e7a394c67e559.jpg	0	0	0	1	0	0	0	0	0	0	
how to install tiles on a floor	https://s-media-cache-ak0.pinimg.com/736x/6d/0e/63/6d0e63791348baaa3f3b4d6d170a5b0d.jpg	0	0	0	0	0	0	1	0	0	0	text
pop artist performs songs from her new album	https://media.gettyimages.com/photos/singer-cherise-performs-during-the-david-foster-dinner-at-bon-appetit-picture-id109636440?s=612x612	1	0	1	1	0	0	0	0	0	0	
i have a thing for movie posters	http://drphiljackson.co.uk/images/cover-web.jpg	0	0	0	0	0	0	1	0	0	0	text
the former building is now home .	https://i.pinimg.com/736x/7e/5a/44/7e5a441e95bbea0d7db3607390ed2ef9--homestead-house-old-bricks.jpg	0	0	0	1	0	0	0	0	0	0	
english civil parish and river	https://media.gettyimages.com/photos/the-river-cam-is-lined-with-young-couples-the-morning-after-the-may-picture-id77826980?s=612x612	0	0	0	0	0	1	0	0	0	0	
original fine art by person	https://s-media-cache-ak0.pinimg.com/736x/ff/be/c9/ffbec9c114b33297e583e1a7d54eba36.jpg	0	0	0	1	0	0	0	0	0	0	
artist of artist performs live on stage .	https://media.gettyimages.com/photos/nick-cave-of-grinderman-performs-live-on-stage-during-the-second-of-picture-id119772691	1	0	1	0	1	0	0	0	1	0	
how to care for a butterfly	https://www.learner.org/jnorth/images/graphics/monarch/Monarch_SMathews.jpg	0	0	0	1	0	0	0	0	0	0	
another view of master bedroom	https://odis.homeaway.com/odis/listing/d7f21376-2fce-4261-87f7-37f391b506ad.c10.jpg	1	0	0	0	1	0	0	0	0	1	
playing guitar in the studio	https://www.superprof.us/blog/file/2017/06/learning-the-guitar-is-easy-700x470.jpg	0	0	1	0	1	0	0	0	1	0	
building is the tallest building in the world .	http://l7.alamy.com/zooms/fe6d6bba8b174e68b6422979f245fa70/a-man-takes-a-picture-with-his-phone-of-the-taipei-101-tower-at-night-jfbwca.jpg	0	0	0	1	0	0	0	0	0	0	
model in tights leaving a gym	http://www.gotceleb.com/wp-content/uploads/photos/alessandra-ambrosio/leaving-traci-anderson-gym-in-brentwood/Alessandra-Ambrosio-in-Tights-and-Sports-Bra--04-662x993.jpg	1	0	1	0	0	0	0	0	0	0	
this is how i want a bodybuilder .	https://ssl.c.photoshelter.com/img-get2/I0000VTPZCRX1Lm0/fit=1000x750/Olympia2009-Finals-0174MB2.jpg	0	0	0	1	0	0	0	0	0	0	
beverage is a popular drink .	https://i.pinimg.com/736x/4b/11/22/4b11220b25e71533d18d2de8c699f965--krieger-martinis.jpg	0	0	0	1	0	0	0	0	0	0	
garden design ideas - the best trees for small gardens	https://st.hzcdn.com/fimgs/44f17e2b0229e47c_2961-w500-h666-b0-p0--.jpg	0	0	0	1	0	0	0	0	0	0	
this tiny house was built .	https://i.pinimg.com/736x/02/f8/ba/02f8baab61672519ea530cb81e7f125a--building-a-tiny-house-house-on-wheels.jpg	0	0	0	0	0	0	1	0	0	0	incomplete
there is nothing in this world .	https://i.pinimg.com/736x/98/3e/a2/983ea26f8811e0df8e2f59914f0c6b90--girly-things-random-things.jpg	0	0	0	0	0	0	1	0	0	0	text
this recipe is by chef and takes .	http://www.ikea.com/ms/media/roomsettings/ideas/20163/201630_idki02a/201630_idki02a_hs04_PH133304.jpg	0	0	0	1	0	0	0	0	0	0	
a city is the capital city	https://ak0.picdn.net/shutterstock/videos/28780570/thumb/1.jpg	0	0	0	1	0	0	0	0	0	0	
the sun sets over the mountains	http://l7.alamy.com/zooms/b264e67aafd94a5db78f26b6d09ae88d/woman-hiker-on-a-top-of-a-mountain-h8nb5e.jpg	1	0	0	0	0	0	0	0	0	0	
mountain is the highest mountain	https://images2.bovpg.net/fw/back/uk/sale/8b176738245ebe.jpg	0	0	0	1	0	0	0	0	0	0	
my favorite part of the trail .	http://www.abc.net.au/news/image/8198836-3x2-700x467.jpg	0	0	0	1	0	0	0	0	0	0	
tips for visiting tourist attraction	https://i.pinimg.com/736x/17/3a/e1/173ae109293f92dd1cc3a8bbac0df314--trip-to-disney-world-walt-disney-world.jpg	0	0	0	0	0	0	1	0	0	0	text
free range chickens on a farm	https://ak0.picdn.net/shutterstock/videos/14243300/thumb/1.jpg	1	0	0	0	1	0	0	0	1	0	
pineapple growing in a farm	http://c8.alamy.com/comp/DJ0A9M/leaves-and-fruit-of-the-screw-pine-pandanus-fascicularis-DJ0A9M.jpg	1	0	0	0	1	0	0	0	1	0	
a moment of the match	http://media2.intoday.in/indiatoday/images/stories/kabaddi_090514035327.jpg	1	0	0	0	0	0	0	0	0	0	
the back of the dress	https://i.pinimg.com/736x/a2/fc/b6/a2fcb6e64fc84d31b3b50ae7887c57a7--sari-dress-teen-dresses.jpg	0	0	0	0	0	1	0	0	0	0	
a snowboarder performs a jump in slow motion	https://ak5.picdn.net/shutterstock/videos/16141915/thumb/1.jpg	0	0	0	0	0	1	0	0	0	0	
in addition to the game for phones and tablets , you can also download person for free .	http://3.bp.blogspot.com/-pyAcTdcAP8E/VQbZdfxh9BI/AAAAAAAAHcs/jIDQHN747rg/s1600/Home-Printable1.jpg	0	0	0	0	0	0	1	0	0	0	text
person is the new face of brand	https://media.gettyimages.com/photos/ariadne-daz-speaks-on-stage-during-the-mtv-millennial-awards-2014-at-picture-id453553516?s=612x612	0	0	0	1	0	0	0	0	0	0	
a model wears a creation as part of fashion collection , presented .	https://i.pinimg.com/736x/3e/3f/f1/3e3ff1de5e57b0e9610a100b517fc6b2--director-spring-collection.jpg	0	0	0	1	0	0	0	0	0	0	
actors in a scene from the movie	http://l7.alamy.com/zooms/d2fb9cef71114985ab38717429014dc1/the-actors-eli-macgraw-and-ryan-oneal-in-a-scene-from-the-movie-love-f50tfk.jpg	0	0	0	1	0	0	0	0	0	0	
baseball player delivers a pitch during the first inning against sports team .	https://www.ocregister.com/wp-content/uploads/2017/08/astros-angels-baseball_24384535_7298186.jpg?w=620	1	0	1	0	1	0	0	1	0	0	
football player has scored goals in games this season	https://imagesvc.timeincapp.com/v3/fan/image?url=https%3A%2F%2Fmlsmultiplex.com%2Ffiles%2F2016%2F06%2Fclint-irwin-mls-toronto-fc-montreal-impact-1.jpg&c=sc&w=850&h=560	0	0	0	1	0	0	0	0	0	0	
close - up of a wood burning stove	https://ak9.picdn.net/shutterstock/videos/15920629/thumb/1.jpg	1	0	0	0	1	0	0	0	0	1	
additional photo for property listing	https://i.pinimg.com/736x/b3/bc/28/b3bc2804ed913668793e2457c0773381--exposed-ceilings-ceiling-beams.jpg	0	0	0	1	0	0	0	0	0	0	
just another day at the beach	http://www.zastavki.com/pictures/640x480/2014/Nature___Beach_woman_on_a_wild_beach_058849_29.jpg	0	0	0	1	0	0	0	0	0	0	
geographical feature category on the coast	https://ak5.picdn.net/shutterstock/videos/31180225/thumb/1.jpg	1	0	0	0	1	0	0	0	1	0	
how to build a trailer from scratch	https://exploratoriusnewhaven.files.wordpress.com/2014/05/imgp0945.jpg	0	0	0	1	0	0	0	0	0	0	
example of a trendy living room design with white walls	https://i.pinimg.com/736x/9a/46/49/9a4649ac661d4e1c5303e2f65642d15a--decor-ideas-decorating-ideas.jpg	0	0	0	1	0	0	0	0	0	0	
a city for sale property .	https://allprodoor.com/files/804204AB-A706-4E4E-8066-CDC78263F341-e1481228060421-1024x720.jpg	0	0	0	1	0	0	0	0	0	0	
the art of painting artist	https://i.pinimg.com/736x/4c/d4/f6/4cd4f6c8d63332d6a46f7765ed377838--asian-design-islamic-designs.jpg	0	0	0	1	0	0	0	0	0	0	
aerial view of the mountains	https://media.gettyimages.com/photos/one-person-walking-on-the-plateau-surrounded-by-smoke-due-to-volcano-picture-idaur1190200204?s=612x612	1	0	0	0	1	0	0	0	0	1	
soccer player has scored goals in games this season	http://i.dailymail.co.uk/i/pix/2016/05/25/21/298CE11200000578-0-image-a-24_1464208553371.jpg	0	0	0	1	0	0	0	0	0	0	
sunset - admire the beauty of creations	https://media.istockphoto.com/photos/red-and-magenta-sky-at-sunrise-in-the-rocky-mountains-picture-id508706966?k=6&m=508706966&s=612x612&w=0&h=FhM0qjLdZs88HRwqFX1dPG1Q0Osyj4GmFmJTZz-pqkQ=	0	0	0	1	0	0	0	0	0	0	
one of the many homes .	http://l7.alamy.com/zooms/165ba5aa563a4e9db929a9c8608d23a6/a-bright-yellow-building-with-a-blue-door-surrounded-by-trees-in-a-ewdajn.jpg	0	0	0	1	0	0	0	0	0	0	
first snow of the season .	https://www.gardenaffairs.co.uk/assets/images/blog/2011/Summerhouse-bespoke.jpg	0	0	0	1	0	0	0	0	0	0	
red deer stag roaring during the rutting season	http://c8.alamy.com/comp/KMYGDJ/isolated-young-red-deer-stag-with-a-crown-during-the-rutting-season-KMYGDJ.jpg	1	0	1	0	1	0	0	1	0	0	
person is the new black .	https://i.pinimg.com/736x/c4/d2/35/c4d2351143527b5092a799b133972a67--pastel-blue-hair-colorful-hair.jpg	0	0	0	0	0	1	0	0	0	0	
how to make a recycled machine from scratch	https://katelindiguette.files.wordpress.com/2014/06/img_0239.jpg?w=646&h=861	0	0	0	1	0	0	0	0	0	0	
a city is one of the most popular tourist attractions .	https://media.istockphoto.com/photos/sand-castle-with-a-beach-background-picture-id486715182?k=6&m=486715182&s=612x612&w=0&h=Fy0yFk2HeTOkcdeJEXN-EJ27i7k-InrSwEEteQLz7Ww=	0	0	0	1	0	0	0	0	0	0	
person and her friends at the party	https://media1.popsugar-assets.com/files/thumbor/sqBtxFM8xH-iWHJuZz1MXzSuxDI/fit-in/1024x1024/filters:format_auto-!!-:strip_icc-!!-/2014/04/18/931/n/3019466/3db0e58874ececa3_484298015/i/Two-female-fans-kissed-crowds-Coachella.jpg	1	0	0	0	1	0	0	0	1	0	
wild boar in the wild	https://ak1.picdn.net/shutterstock/videos/14372161/thumb/1.jpg	1	0	0	0	1	0	0	0	1	0	
person has been named person of the year .	https://i.pinimg.com/736x/5d/3b/2f/5d3b2ff889b826691cae4313fb075659--reading-online-palmistry.jpg	0	0	0	1	0	0	0	0	0	0	
what is the difference between hair and nose ?	https://s-media-cache-ak0.pinimg.com/736x/39/c2/7f/39c27f8092b94348a7a4f8ec1245f49c.jpg	0	0	0	0	0	0	1	0	0	0	text
the queen was all smiles as she arrived	http://i.dailymail.co.uk/i/pix/2012/12/25/article-2253040-16A6359A000005DC-435_634x828.jpg	0	0	0	1	0	0	0	0	0	0	
a city is the capital city	https://t3.thpservices.com/previewimage/gallage/8d02700024b6756cd5b2922480f46dff/wr0268032.jpg	0	0	0	1	0	0	0	0	0	0	
how to choose the right shoes for your child	https://i.pinimg.com/736x/3c/56/e8/3c56e8b09bbbaca97934e811597c2ef3--four-year-old-scouts.jpg	0	0	0	0	0	0	1	0	0	0	text
a model wears a creation for - summer ready - to - wear fashion collection .	https://i.pinimg.com/736x/af/01/d9/af01d92e002149755f8a18ba3301b6b5--bad-fashion-strange-fashion.jpg	1	0	0	1	0	0	0	0	0	0	
actors attend the world premiere	https://media.gettyimages.com/photos/actor-christopher-lee-and-wife-gitte-pose-for-a-portrait-in-circa-in-picture-id114471738?s=612x612	1	0	1	0	1	0	0	0	1	0	
comedian and actor attend the world premiere	https://media.gettyimages.com/photos/actors-caitlin-mcdougall-and-erik-thomson-attend-the-launch-of-the-tv-picture-id53297140?s=612x612	1	0	1	0	1	0	0	0	1	0	
how to paint a piece of art .	https://d1alt1wkdk73qo.cloudfront.net/images/guide/0f83a4c02fd04b81addeb2a4dabe3706/640x960.jpg	0	0	0	1	0	0	0	0	0	0	
daily life on the market	http://l7.alamy.com/zooms/84bc847a8b904ecfa13b9a9549078566/peruvian-women-at-a-street-market-in-cuzco-peru-south-america-bkkf50.jpg	0	0	0	1	0	0	0	0	0	0	
side view of a girl	http://media.gettyimages.com/photos/fat-girl-looking-at-herself-in-the-mirror-white-background-picture-id474335097?s=170667a&w=1007	1	0	0	0	0	0	0	0	0	0	
a city is a city	http://l7.alamy.com/zooms/bce32ee6c27b44c1bc6ed7c9ec7e8534/tourists-visiting-the-tower-of-london-her-majestys-royal-palace-and-eb2y50.jpg	1	0	0	0	0	0	0	0	0	0	
how to make a flower out of paper	https://d1alt1wkdk73qo.cloudfront.net/images/guide/abecac78fc704bd886e319fa848d8143/640x960.jpg	0	0	0	1	0	0	0	0	0	0	
the lobby is one of the most expensive restaurants in the world .	https://i.pinimg.com/736x/f8/86/7d/f8867ddca4eef174c017e5a4c3239567--majestic-elegance-punta-cana.jpg	0	0	0	1	0	0	0	0	0	0	
person as a child with his parents	http://i.dailymail.co.uk/i/pix/2017/12/01/21/46BF2A9E00000578-5137911-image-m-2_1512164489835.jpg	1	0	0	1	0	0	0	0	0	0	
person , the cat of person	https://static1.squarespace.com/static/52d2f284e4b061d68ce117be/52d2f9b2e4b01c3af4a07196/58e9fb665149bf1147bf7d95/1491729259686/	0	0	0	0	0	0	1	0	0	0	nonsense
football player has been a key player for football team	http://e2.365dm.com/15/07/16-9/20/paul-gascoigne-terry-butcher-england_3320988.jpg?20150703101542	0	0	0	1	0	0	0	0	0	0	
this is what happens when it comes to friends .	https://i.pinimg.com/736x/dc/ff/6c/dcff6cb5d7559ea22a1cbc47680c9fe0--love-it-motivation.jpg	0	0	0	0	0	0	1	0	0	0	text
protesters clash with riot police .	https://s3-eu-west-1.amazonaws.com/evokeuploads/2015/11/e4.jpg	0	0	0	1	0	0	0	0	0	0	
digital art selected for the #	http://i.dailymail.co.uk/i/pix/2010/03/22/article-1259561-08CE695B000005DC-497_634x894.jpg	0	0	0	0	0	1	0	0	0	0	
wallpaper in the style of art period .	https://thumb1.shutterstock.com/display_pic_with_logo/1210925/163728140/stock-vector-royal-seamless-vector-pattern-on-a-beige-background-163728140.jpg	1	0	0	1	1	0	0	0	0	1	
rugby player is congratulated by team mates after scoring a try during the round match .	https://media.gettyimages.com/photos/jason-scotland-of-barnsley-celebrates-scoring-his-sides-second-goal-picture-id168012725	1	0	1	0	1	0	0	1	0	0	
fashion model attends the show	https://media.gettyimages.com/photos/laura-harrier-attends-the-louis-vuitton-fashion-show-at-louvre-on-3-picture-id857212782?s=612x612	1	0	1	0	1	0	0	0	1	0	
this bear was photographed by person .	http://www.4corners7seas.com/wp-content/uploads/2016/09/cypress-bear.jpeg?x56174	0	0	0	1	0	0	0	0	0	0	
shoes for sale in the market	http://l7.alamy.com/zooms/7adc9e45b65b49448532acd17e73305e/decorative-elements-on-the-souk-market-in-the-old-town-medina-in-morocco-hrpnbd.jpg	0	0	0	0	0	1	0	0	0	0	
museum which includes interior views	http://l7.alamy.com/zooms/448c51bba5fc4cccbdce82f2f38d298d/london-united-kingdom-a-model-of-an-english-steam-engine-in-the-science-d4p6h5.jpg	1	0	0	0	1	0	0	0	1	1	
i want this for my wedding !	https://s-media-cache-ak0.pinimg.com/736x/c6/73/88/c67388501a7465c59639156ea7df6d21.jpg	0	0	0	1	0	0	0	0	0	0	
girl with guitar in the park royalty - free	https://image.shutterstock.com/z/stock-photo-young-girl-standing-on-a-guitar-against-a-barn-58933408.jpg	1	0	0	1	1	0	0	0	1	0	
remove the battery from the motherboard .	https://d3nevzfk7ii3be.cloudfront.net/igi/LxxxEGLAfhGSVDLt.medium	0	0	0	1	0	0	0	0	0	0	
type of dish by person	https://i.pinimg.com/736x/94/9c/0d/949c0dabd0c6eef3cf6a30afaee9e609--dinosaur-train-cakes-dinosaur-birthday.jpg	0	0	0	1	0	0	0	0	0	0	
a man with a beard	https://www.tacomalibrary.org/wp-content/uploads/sites/16/2016/06/iStock_71420615_LARGE.jpg	1	0	0	0	0	0	0	0	0	0	
i love this wall decal .	https://www.hmglobal.com.au/images/products/family%203.jpg	0	0	0	0	0	0	1	0	0	0	text
the wallet is made from recycled materials .	https://i.pinimg.com/736x/d5/b4/62/d5b462c18cc63875ab302151645643fd--coach-purses-coach-bags.jpg	0	0	0	1	0	0	0	0	0	0	
i want this dress for summer !	https://i.pinimg.com/736x/07/f8/07/07f8071352551c790166fc7f92d96cf7--cotton-t-shirt-dress-t-shirt-dresses.jpg	0	0	0	1	0	0	0	0	0	0	
person in the living room of her home .	https://i.pinimg.com/736x/f8/92/a8/f892a8e91b274c8408460b6fb570b5ff--b-w-photos-walter-obrien.jpg	0	0	0	0	0	1	0	0	0	0	
how to buy a wine bottle	https://i.pinimg.com/736x/d8/93/6e/d8936e3867f57962af1127d18ba4b060.jpg	0	0	0	0	0	0	1	0	0	0	text
rugby player makes a break during the round match .	https://media.gettyimages.com/photos/northampton-saints-matt-dawson-passes-the-ball-from-the-scrum-picture-id680938874?s=612x612	1	0	1	0	1	0	0	1	0	0	
new year 's eve celebrations around the world	https://i0.wp.com/www.thinkingoftravel.com/wp-content/uploads/2015/02/vancouver-skyline-night.jpg?fit=730%2C528&ssl=1	0	0	0	1	0	0	0	0	0	0	
queen bed in the master bedroom	https://odis.homeaway.com/odis/listing/b0a57fab-4bea-415d-8a50-1d2c613581c9.c10.jpg	1	0	0	0	1	0	0	0	1	0	
image may contain : person , riding on a horse , outdoor and nature	https://ak4.picdn.net/shutterstock/videos/30610744/thumb/1.jpg	1	0	1	1	1	0	0	0	1	0	
baby shower invitations : baby shower invitations mixed with your creativity will make this looks awesome ##	https://i.pinimg.com/736x/91/66/e7/9166e772ab0697f4447e991197b64619--custom-postage-stamps-custom-stamps.jpg	0	0	0	0	0	0	1	0	0	0	text
how to see bodies of water	https://ak7.picdn.net/shutterstock/videos/15096007/thumb/1.jpg?i10c=img.resize(height:160)	0	0	0	1	0	0	0	0	0	0	
see more photos for product line motorcycle listing	https://s-media-cache-ak0.pinimg.com/736x/13/7c/50/137c50991b19fa885b670b377d830146.jpg	0	0	0	1	0	0	0	0	0	0	
person then follow my board for more pins	https://icdn-1.motor1.com/images/mgl/BBqg6/s1/10-of-the-best-cars-reviewed-in-2015.jpg	0	0	0	1	0	0	0	0	0	0	
this is what i 'm talking about .	https://i.pinimg.com/736x/f3/13/cb/f313cb8963921ee0c365a2c1a3ea3d33--mac-mascara-mascara-review.jpg	0	0	0	1	0	0	0	0	0	0	
the love of my life	https://i.pinimg.com/736x/11/bb/8e/11bb8e8090abf6635878d459666f4ce4--larry-stylinson-direction.jpg	0	0	0	1	0	0	0	0	0	0	
morning coffee with a view	https://media.istockphoto.com/photos/female-hands-holding-a-mug-with-tea-picture-id876686190?k=6&m=876686190&s=612x612&w=0&h=1-K4Fs1z2bevXP2ogh6quDcF4K1E7wd4Y-mKzkT7x28=	0	0	0	1	0	0	0	0	0	0	
person performs live during a concert .	https://media.gettyimages.com/photos/daniel-stewart-sherman-and-alice-ripley-attend-wild-animals-you-know-picture-id133851842	1	0	1	0	1	0	0	1	0	0	
this is an example of a traditional porch design with decking and a roof extension .	https://i.pinimg.com/736x/1e/64/96/1e64969e4d495890c5507c4973b3647c--outdoor-couch-outdoor-living.jpg	0	0	0	1	0	0	0	0	0	0	
how to spend a day	http://i.dailymail.co.uk/i/pix/2015/06/23/13/29E335F700000578-3135997-image-a-140_1435062755577.jpg	0	0	0	1	0	0	0	0	0	0	
what is the name of the animal kingdom	http://slideplayer.com/4693162/15/images/41/Rwanda%2C+cannot+protect+the+gorilla+due+to+poor+funding..jpg	0	0	0	0	0	0	1	0	0	0	text
flight over the amazing landscape next	https://ak2.picdn.net/shutterstock/videos/28814182/thumb/1.jpg	0	1	0	1	0	0	0	0	0	0	
how to biological variety in the oven	https://i0.wp.com/www.breezybakes.com/wp-content/uploads/2016/08/broccoli.jpg?ssl=1	0	0	0	1	0	0	0	0	0	0	
biological species foraging for food on the ground	http://l7.alamy.com/zooms/980c9c32a73348618a2566600a788f19/the-european-mole-is-peaking-out-of-leaves-dxtrt8.jpg	1	0	1	0	1	0	0	0	1	0	
senior woman walking in autumn park .	https://ak5.picdn.net/shutterstock/videos/15173935/thumb/1.jpg	0	0	0	0	0	1	0	0	0	0	
the restaurant on the ##th floor	https://photos.travelblog.org/Photos/8834/530370/f/5465341-Revolving_restaurant_on_the_top_floor_of_the_hotel-0.jpg	1	0	0	0	1	0	0	0	1	0	
how to make a pumpkin	http://divaofdiy.com/wp-content/uploads/2015/01/boo-pumpkin-1.jpg	0	0	0	1	0	0	0	0	0	0	
a city from the collection	https://media.gettyimages.com/photos/painting-of-a-landscape-view-of-river-with-boats-and-house-in-1857-picture-id461915853?s=612x612	0	0	0	1	0	0	0	0	0	0	
a painting by painting artist .	https://mdenoya.files.wordpress.com/2015/11/kahlil-gibran-the-head-of-orpheus-floating-down-the-river-hebrus-to-the-sea-c-1908-1914.jpg	0	0	0	1	0	0	0	0	0	0	
on prom night , every detail matters .	http://www.cuded.com/wp-content/uploads/2015/09/Crevron-Nails-9.jpg	0	0	0	1	0	0	0	0	0	0	
geographical feature category on the coast	http://l7.alamy.com/zooms/2f7b4fd120d74cbd818536a5ad4de337/intensely-red-sun-lights-a-pristine-beach-and-dunes-on-the-west-coast-ahgkcd.jpg	1	0	0	0	1	0	0	0	1	0	
how to grow vegetables in a pot	http://slideplayer.com/4623380/15/images/13/Without+water%2C+a+plant+droops.jpg	0	0	0	0	0	0	1	0	0	0	text
digital art selected for the #	https://twt-thumbs.washtimes.com/media/image/2015/07/22/B3-thomas2_c0-308-1400-1124_s885x516.jpg?dcc71ea4bc0af10caa29a8874ff80789dceae279	0	0	0	0	0	1	0	0	0	0	
on the road to person	https://www.oh-i-see.com/blog/wp-content/uploads/2015/01/10904834_10100389981436036_157218860_n-e1422317553283.jpg	0	0	0	0	1	0	0	0	1	0	
see more photos for this motorcycle listing	http://scooter-manufacturer.com/support/images/frame1.JPG	0	0	0	1	0	0	0	0	0	0	
how to turn a dresser into a coffee table	https://i.pinimg.com/736x/e8/0f/37/e80f37c4a034cd2f554134b279f2f744--foyer-design-my-spring.jpg	0	0	0	0	0	0	1	0	0	0	text
how to wear a headband .	https://i.pinimg.com/736x/67/5e/06/675e06ca179f53bbf943c47954e750d1--easy-hairstyles-tutorials-hair-tutorials.jpg	0	0	0	0	0	0	1	0	0	0	text
person , the cat of person	http://i.dailymail.co.uk/i/pix/2017/03/26/16/3EA6B0F300000578-4350734-Where_do_you_think_you_re_going_A_cat_catches_its_owner_by_surpr-a-70_1490542736358.jpg	0	0	0	0	0	1	0	0	0	0	
good morning everyone , happy wednesday .	https://i.pinimg.com/736x/20/41/2d/20412d0005f4f4b1806aa0976e60dd4f--margaret-atwood-great-quotes.jpg	0	0	0	0	0	0	1	0	0	0	text
thank you to all my friends !	https://i.pinimg.com/736x/e9/ca/b5/e9cab516ac106799a13ef2729c7b76cc--mermaid-sign-mermaid-bedroom.jpg	0	0	0	0	0	0	1	0	0	0	text
political map with the several provinces where administrative division is highlighted	http://l7.alamy.com/zooms/56a2f3d5d38c4f02b4466a09c3cbad96/china-and-the-province-of-hainan-relief-map-e4dywe.jpg	1	0	0	1	0	0	0	0	0	0	
the view from the loft .	http://www.decorationstree.com/wp-content/uploads/2014/09/gorgeous-tiny-project-house-woos-you-with-its-ingenious-design-10.jpg	0	0	0	0	1	0	0	0	1	1	
a city for sale property .	https://odis.homeaway.com/odis/listing/04a2ab9f-0ea4-4cbb-90e1-1da99342475e.c10.jpg	0	0	0	1	0	0	0	0	0	0	
i want to do this with my hair	https://d1alt1wkdk73qo.cloudfront.net/images/guide/a52d2b77944445e8a158b7e1d391a248/640x960.jpg	0	0	0	1	0	0	0	0	0	0	
