caption	url	Visible	Subjective	Action	Story	Meta	Irrelevant	Other	When	How	Where	Comment
a yellow and blue biplane flying in the sky	https://c1.staticflickr.com/9/8297/29170926833_173f9451d5_o.jpg	1	0	0	0	1	0	0	0	1	0	
the view from the parking lot	https://c1.staticflickr.com/6/5443/29977310861_fbbb7e3782_o.jpg	0	0	0	0	1	0	0	0	1	1	
men sitting on a bench	https://c1.staticflickr.com/8/7542/27130953202_71c6c064ec_o.jpg	1	0	1	0	1	0	0	0	1	0	
a general view of atmosphere during festival	https://c1.staticflickr.com/1/592/32243300486_ac99875168_o.jpg	0	0	0	0	0	1	0	0	0	0	
looking up at the buildings	https://c1.staticflickr.com/8/7635/27814804952_1fb131aa99_o.jpg	1	0	0	0	1	0	0	0	0	1	
a large flock of biological species	https://c1.staticflickr.com/9/8400/28794792511_a62a051fb8_o.jpg	1	0	0	0	0	0	0	0	0	0	
person and i in front of the window	https://c1.staticflickr.com/6/5470/30290230533_4c880c31d8_o.jpg	1	0	0	0	1	0	0	0	1	0	
the team celebrating the opening of the new store	https://c1.staticflickr.com/9/8048/29183006883_ebca1bab3c_o.jpg	1	0	1	0	1	0	0	0	1	0	
digital art selected for the #	https://c1.staticflickr.com/1/403/31299334893_33622027a7_o.jpg	0	0	0	0	0	1	0	0	0	0	
a city in the 1930s	https://c1.staticflickr.com/8/7789/28756788023_8cb1fff401_o.jpg	0	0	0	0	0	0	1	0	0	0	text
a rock climber climbs up a steep rock face	https://c1.staticflickr.com/9/8804/29201532745_6d185728b9_o.jpg	1	0	1	0	1	0	0	0	1	0	
biological genus in the garden	https://c1.staticflickr.com/8/7789/29313661650_140591428f_o.jpg	1	0	0	0	1	0	0	0	1	0	
how to make food in culinary tool	https://c1.staticflickr.com/6/5709/30980095021_4538046fab_o.jpg	0	0	0	0	0	0	1	0	0	0	text
a man walks his dog through a park on a foggy autumn morning	https://c1.staticflickr.com/9/8547/28692800463_a6c6b1e530_o.jpg	1	0	1	0	1	0	0	1	1	0	
looking up at the base of the pyramid	https://c1.staticflickr.com/1/708/31359705160_0b36c73698_o.jpg	1	0	0	0	1	0	0	0	1	1	
fishing boats on the shore	https://c1.staticflickr.com/6/5540/31196869395_558f5fc1bb_o.jpg	1	0	0	0	1	0	0	0	1	0	
purple grapes on the vine	https://c1.staticflickr.com/9/8251/29386740026_20c04a220e_o.jpg	1	0	0	0	1	0	0	0	0	1	
digital art selected for the #	https://c1.staticflickr.com/6/5718/31265404795_e986b66934_o.jpg	0	0	0	0	0	1	0	0	0	0	
purple flowers in the rain	https://c1.staticflickr.com/8/7608/27820989512_900e0f8851_o.jpg	1	0	0	0	1	0	0	0	0	1	
an artist 's impression of the new stadium	https://c1.staticflickr.com/1/623/31509747144_cb5b03f67f_o.jpg	0	0	0	0	1	0	0	0	0	1	
fairy tale book by writer	https://c1.staticflickr.com/1/618/32352254292_ce60035d07_o.jpg	0	0	0	0	0	0	1	0	0	0	text
geographical feature category in the autumn forest wallpaper nature wallpapers #	https://c1.staticflickr.com/6/5605/30322911920_639614d358_o.jpg	0	0	0	1	1	0	0	0	1	0	
a close up of the flowers	https://c1.staticflickr.com/8/7430/26413793943_a6b1f7beaf_o.jpg	1	0	0	0	1	0	0	0	0	1	
a man walks across the bridge	https://c1.staticflickr.com/8/7625/26306771084_2d5616cb18_o.jpg	0	0	0	0	0	1	0	0	0	0	
aerial view of the forest with trees covered with yellow foliage	https://c1.staticflickr.com/9/8310/29504709050_71aaa893d3_o.jpg	0	0	0	0	0	1	0	0	0	0	
silhouette of a tree at sunset	https://c1.staticflickr.com/9/8648/28551994335_7ab1161747_o.jpg	1	0	0	0	1	0	0	1	0	1	
a view from the window of a train	https://c1.staticflickr.com/8/7303/27164245425_bb6f9a640d_o.jpg	0	0	0	0	1	0	0	0	1	1	
the sun setting over the hills	https://c1.staticflickr.com/9/8859/28267592995_2f7e70294a_o.jpg	1	0	0	0	0	0	0	0	0	0	
i love you to the moon and back bag	https://c1.staticflickr.com/1/670/32261528260_997d1ac67b_o.jpg	0	0	0	0	0	1	1	0	0	0	text
pop artist performs on stage during the opening night of his tour	https://c1.staticflickr.com/8/7643/26231676773_63e10cd9e4_o.jpg	1	0	1	0	1	0	0	1	1	0	
looking up at the building	https://c1.staticflickr.com/1/758/30847095274_4eb2ef486f_o.jpg	1	0	0	0	1	0	0	0	0	1	
person leaves in the wind	https://c1.staticflickr.com/9/8611/28485771740_3b4425084d_o.jpg	0	0	0	0	0	1	0	0	0	0	
a bench in the forest	https://c1.staticflickr.com/9/8124/29750795646_11c16a54f1_o.jpg	0	0	0	0	0	1	0	0	0	0	
a view of the city	https://c1.staticflickr.com/6/5507/31094330620_255f80f739_o.jpg	1	0	0	0	1	0	0	0	0	1	
a city in the distance	https://c1.staticflickr.com/6/5737/30172906561_763e45b7d1_o.jpg	0	0	0	0	0	0	1	0	0	0	text
a city featuring street scenes and a city as well as a small group of people	https://c1.staticflickr.com/9/8357/29389243532_5cb832ea56_o.jpg	1	0	0	0	0	0	0	0	0	0	
tourist attraction in the evening	https://c1.staticflickr.com/9/8427/29188063922_300ab5de5d_o.jpg	0	0	0	0	0	1	0	0	0	0	
make a gingerbread house for western christian holiday	https://c1.staticflickr.com/6/5731/31022503965_2ebce589d1_o.jpg	0	0	0	0	0	0	1	0	0	0	text
night view of the city	https://c1.staticflickr.com/8/7422/26551940850_d5d0cf1a3c_o.jpg	1	0	0	0	1	0	0	1	0	1	
the castle lit up at night	https://c1.staticflickr.com/9/8454/29002462303_07f9628703_o.jpg	1	0	0	0	1	0	0	1	0	0	
a bus arrives at the station	https://c1.staticflickr.com/6/5322/31016672142_a3a5800a73_o.jpg	1	0	1	0	1	0	0	0	1	0	
digital art selected for the #	https://c1.staticflickr.com/8/7455/26518567663_80207a8247_o.jpg	0	0	0	0	0	1	1	0	0	0	text
a natural history of biological species	https://c1.staticflickr.com/9/8084/29013733311_fdd2ac82a4_o.jpg	0	0	0	0	0	0	1	0	0	0	text
digital art selected for the #	https://c1.staticflickr.com/9/8456/28630759613_a0c97cf33f_o.jpg	0	0	0	0	0	1	0	0	0	0	
flowers on the window sill	https://c1.staticflickr.com/1/677/31210126723_d179aba8b2_o.jpg	1	0	0	0	0	0	0	0	0	0	
the stained glass window in the lobby	https://c1.staticflickr.com/8/7642/27047472890_2db9dea4b0_o.jpg	0	0	0	0	0	1	0	0	0	0	
film character from musical comedy film	https://c1.staticflickr.com/1/774/31912828664_932b748325_o.jpg	0	0	0	0	0	1	0	0	0	0	
a city is one of the most beautiful cities in the world	https://c1.staticflickr.com/1/705/32421519455_5e2951c9e0_o.jpg	0	0	0	1	0	0	0	0	0	0	
christmas lights in the lobby	https://c1.staticflickr.com/8/7296/27294504212_db754a391a_o.jpg	0	0	0	0	0	1	0	0	0	0	
politician walks with person during a visit	https://c1.staticflickr.com/8/7704/27872615406_d7d8e3bc10_o.jpg	0	0	0	0	0	1	0	0	0	0	
a helicopter on the ground	https://c1.staticflickr.com/8/7470/29661830395_5b8444478c_o.jpg	1	0	0	0	0	0	0	0	0	0	
the beginning of the hike	https://c1.staticflickr.com/1/636/31171586524_9ed7c17daf_o.jpg	0	0	0	1	0	0	0	0	0	0	
a close up of the flowers	https://c1.staticflickr.com/6/5711/30138776453_550b87b51f_o.jpg	1	0	0	0	1	0	0	0	0	1	
a general view of the building	https://c1.staticflickr.com/9/8004/28382284605_f54f884d1d_o.jpg	1	0	0	0	1	0	0	0	0	1	
pine trees in the forest	https://c1.staticflickr.com/9/8883/27640426343_e8e3cb192d_o.jpg	1	0	0	0	1	0	0	0	1	0	
the sign at the entrance	https://c1.staticflickr.com/9/8764/28822447646_831cc958ab_o.jpg	0	0	0	0	0	0	1	0	0	0	text
soldiers on the roof of a skyscraper	https://c1.staticflickr.com/6/5323/29959820110_af1d13b9bf_o.jpg	0	0	0	0	0	1	0	0	0	0	
a close up of the clock tower	https://c1.staticflickr.com/6/5728/29252794404_0fcd3b6e18_o.jpg	1	0	0	0	1	0	0	0	0	1	
property image # house m from the center with internet air conditioning parking	https://c1.staticflickr.com/9/8660/28814519772_9920236e71_o.jpg	0	0	0	0	0	1	0	0	0	0	
this plant is in full bloom	https://c1.staticflickr.com/8/7771/26652153950_17d63d7a91_o.jpg	0	0	0	1	0	0	0	0	0	0	
digital art selected for the #	https://c1.staticflickr.com/9/8101/28490671312_a598ec73b0_o.jpg	0	0	0	0	0	1	0	0	0	0	
a view of the home from the street	https://c1.staticflickr.com/9/8411/28492055674_67c1789832_o.jpg	0	0	0	0	0	1	0	0	0	0	
exterior view of the building	https://c1.staticflickr.com/8/7111/26773990651_0872da8f88_o.jpg	1	0	0	0	1	0	0	0	0	1	
politician and person plant a tree at the site	https://c1.staticflickr.com/8/7349/26969670450_17d1e12df4_o.jpg	0	0	0	0	0	1	0	0	0	0	
black and white photo of the skyline at night	https://c1.staticflickr.com/6/5063/29785000402_9c7aff0948_o.jpg	1	0	0	0	1	0	0	1	0	1	
the view from the top of the waterfall	https://c1.staticflickr.com/1/612/32510279755_7a37576cfd_o.jpg	0	0	0	0	1	0	0	0	1	1	
the trail to the summit	https://c1.staticflickr.com/9/8071/29130286824_f1b5515fdc_o.jpg	1	0	0	0	0	0	0	0	0	0	
aerial view of the forest	https://c1.staticflickr.com/1/699/30686585884_df4fa37a6a_o.jpg	0	0	0	0	0	1	0	0	0	0	
children playing on the beach	https://c1.staticflickr.com/9/8379/29226211361_1c188858b0_o.jpg	0	0	0	0	0	1	0	0	0	0	
soldiers stand in front of the building	https://c1.staticflickr.com/8/7279/26826208823_3ea1512825_o.jpg	1	0	1	0	0	0	0	0	0	0	
a view of the building from the garden	https://c1.staticflickr.com/6/5587/29657828784_3517df4c3c_o.jpg	1	0	0	0	1	0	0	0	1	1	
a city in the clouds	https://c1.staticflickr.com/1/579/30911653024_132462bf14_o.jpg	0	0	0	0	0	1	0	0	0	0	
a group of students enjoying a meal	https://c1.staticflickr.com/6/5541/31431873605_509bfb2b34_o.jpg	1	0	1	0	0	0	0	0	0	0	
a city for sale property	https://c1.staticflickr.com/1/628/31941297686_1e6f98a856_o.jpg	0	0	0	0	0	1	0	0	0	0	
a sign is posted on the exterior of headquarters	https://c1.staticflickr.com/9/8527/30040440055_b31de36fe4_o.jpg	0	0	0	0	0	0	1	0	0	0	text
firefighters work to put out the final embers after a house fire	https://c1.staticflickr.com/9/8254/29983242275_a2db751fb2_o.jpg	0	0	0	0	0	1	0	0	0	0	
a sign on a wooden door	https://c1.staticflickr.com/9/8051/28295894674_a183e6b758_o.jpg	0	0	0	0	0	0	1	0	0	0	text
birds flying in the sky photo #	https://c1.staticflickr.com/6/5631/30472825771_6afc3b4bb6_o.jpg	1	0	0	0	0	0	0	0	0	0	
image may contain person on stage and playing a musical instrument	https://c1.staticflickr.com/9/8382/28807568322_fce4d61798_o.jpg	0	0	0	0	0	1	0	0	0	0	
soldiers from the march through the streets	https://c1.staticflickr.com/8/7687/26796608075_9fd64f3f5a_o.jpg	0	0	0	0	0	1	0	0	0	0	
a city on a cold and damp february evening photos	https://c1.staticflickr.com/3/2940/33146970396_022d07295b_o.jpg	0	0	0	0	1	0	0	1	1	0	
purple flowers in the garden	https://c1.staticflickr.com/6/5580/29904806263_e9cf8b92a5_o.jpg	1	0	0	0	1	0	0	0	1	0	
a city is a private gated development surrounded by acres of serene woodlands	https://c1.staticflickr.com/8/7363/27442828410_5b133c173e_o.jpg	0	0	0	0	0	1	0	0	0	0	
digital art selected for the #	https://c1.staticflickr.com/1/418/31566721801_48bba60dec_o.jpg	0	0	0	0	0	1	0	0	0	0	
the inside of the castle	https://c1.staticflickr.com/8/7404/26767827291_f6fc0e5bd7_o.jpg	0	0	0	0	0	1	0	0	0	0	
a snowboarder makes his way down the slopes	https://c1.staticflickr.com/8/7153/26687059960_594f67daf6_o.jpg	1	0	0	1	0	0	0	0	0	0	
greeting card featuring the painting winter by person	https://c1.staticflickr.com/1/566/31513819855_ec659bf755_o.jpg	0	0	0	0	1	0	0	0	0	1	
the castle lit up at night	https://c1.staticflickr.com/6/5536/30560389716_1a95db6832_o.jpg	1	0	0	0	1	0	0	1	0	0	
how to build a cnc machine from the very beginning to the end page	https://c1.staticflickr.com/1/568/31617386133_7ba2538d41_o.jpg	0	0	0	1	0	0	0	0	0	0	
a city on a sunday evening	https://c1.staticflickr.com/1/585/32460450902_f6de4632f6_o.jpg	1	0	0	0	1	0	0	1	0	0	
the bridge over the river	https://c1.staticflickr.com/8/7258/27971464281_5a89d8b916_o.jpg	1	0	0	0	1	0	0	0	1	0	
automobile model at 40 happy birthday to favourite car	https://c1.staticflickr.com/8/7609/26648167043_8b014c6e6e_o.jpg	0	0	0	1	0	0	0	0	0	0	
sports facility during a game	https://c1.staticflickr.com/6/5766/29496225143_e68dd367a2_o.jpg	1	0	0	0	1	0	0	1	0	0	
biological genus is a genus of flowering plants in the family	https://c1.staticflickr.com/6/5785/29275476903_08bf4611c3_o.jpg	0	0	0	1	0	0	0	0	0	0	
the entrance to the old town	https://c1.staticflickr.com/6/5545/31310586911_5ff0f8b859_o.jpg	0	0	0	0	0	0	1	0	0	0	text
person celebrates the wicket of person	https://c1.staticflickr.com/9/8644/30157725262_0452b9a5ee_o.jpg	0	0	0	0	0	1	0	0	0	0	
digital art selected for the #	https://c1.staticflickr.com/6/5050/29566584384_e503ddae41_o.jpg	0	0	0	0	0	1	1	0	0	0	text
a general view of the stadium prior to the match	https://c1.staticflickr.com/8/7623/26813867195_33aa721953_o.jpg	0	0	0	0	1	0	0	1	0	1	
aerial view of the city	https://c1.staticflickr.com/9/8327/29135660520_d291a890b4_o.jpg	1	0	0	0	1	0	0	0	0	1	
aerial view of the airport	https://c1.staticflickr.com/6/5573/31393338485_28c1d7e042_o.jpg	1	0	0	0	1	0	0	0	0	1	
a view of the city	https://c1.staticflickr.com/8/7755/27278233282_04d65460c8_o.jpg	1	0	0	0	1	0	0	0	0	1	
one of the bells in the temple	https://c1.staticflickr.com/6/5741/30793270180_81986bfb59_o.jpg	0	0	0	0	0	1	0	0	0	0	
a truck full of children in a parade	https://c1.staticflickr.com/8/7370/27472188406_673bd527da_o.jpg	0	0	0	0	0	0	1	0	0	0	text
an old abandoned house in the village	https://c1.staticflickr.com/6/5710/30283428855_f2a6e63c50_o.jpg	0	0	0	0	0	0	1	0	0	0	text
cherry blossoms in the rain	https://c1.staticflickr.com/8/7539/28739508785_8148119845_o.jpg	1	0	0	0	1	0	0	0	0	1	
sunset admire the beauty of creations	https://c1.staticflickr.com/2/1507/26671617152_cc81a52192_o.jpg	0	0	0	1	0	0	0	0	0	0	
a tree in the front yard of a house	https://c1.staticflickr.com/9/8600/28738057986_54c44ae452_o.jpg	0	0	0	0	0	1	0	0	0	0	
view of the city from the water	https://c1.staticflickr.com/9/8669/29909365053_5c1c589441_o.jpg	1	0	0	0	1	0	0	0	0	1	
black and white photo of a forest	https://c1.staticflickr.com/6/5574/31108949245_6d289ba6bd_o.jpg	1	0	0	0	1	0	0	0	0	1	
a city for sale property	https://c1.staticflickr.com/8/7564/27945729291_86ce48c81c_o.jpg	0	0	0	0	0	1	0	0	0	0	
the ceiling of the church	https://c1.staticflickr.com/3/2686/32732180842_6eff35ab3b_o.jpg	1	0	0	0	0	0	0	0	0	0	
image may contain person on stage playing a musical instrument concert and indoor	https://c1.staticflickr.com/8/7233/26887328822_ac1e351837_o.jpg	1	0	1	0	1	0	0	0	1	1	
this recipe is by chef and takes	https://c1.staticflickr.com/9/8127/29401776626_37bfcec546_o.jpg	0	0	0	1	0	0	0	0	0	0	
police respond to a report of an explosion	https://c1.staticflickr.com/9/8559/29709990504_9e58cc8603_o.jpg	0	0	0	1	0	0	0	0	0	0	
police cars through the years	https://c1.staticflickr.com/9/8267/29947523772_00b2692e16_o.jpg	0	0	0	1	0	0	0	0	0	0	
geographical feature category in the forest	https://c1.staticflickr.com/6/5181/29373106324_2420f24b90_o.jpg	0	0	0	1	1	0	0	0	1	0	
a new building is under construction	https://c1.staticflickr.com/6/5224/30095181306_c3c13e9596_o.jpg	1	0	0	1	0	0	0	0	0	0	
person speaking at the event	https://c1.staticflickr.com/9/8328/29289601252_137daaeb4d_o.jpg	1	0	1	0	1	0	0	0	1	0	
sunset over a city from the balcony	https://c1.staticflickr.com/9/8445/29098419643_a27e986f24_o.jpg	1	0	0	0	1	0	0	0	1	0	
paddle boarding on the lake	https://c1.staticflickr.com/1/748/32432954305_462dea1acf_o.jpg	0	0	1	0	1	0	0	0	1	0	
inside the main hall of the shopping center which includes interior views and shopping as well as a large	https://c1.staticflickr.com/9/8336/29484090632_d0013c5179_o.jpg	0	0	0	1	1	0	0	0	1	0	
sun shining through the trees	https://c1.staticflickr.com/1/657/31124888613_8283f2dbd1_o.jpg	1	0	0	0	0	0	0	0	0	0	
view of the house from the street	https://c1.staticflickr.com/6/5610/31250855811_209fef9300_o.jpg	1	0	0	0	1	0	0	0	1	1	
the best car in the world	https://c1.staticflickr.com/1/511/31957434550_e38eb18172_o.jpg	0	0	0	0	0	0	1	0	0	0	text
an old barn on the prairie	https://c1.staticflickr.com/9/8506/29054305684_e04edac6ab_o.jpg	1	0	0	0	1	0	0	0	1	0	
a city from across the river	https://c1.staticflickr.com/9/8415/29164701695_b568bcd3ee_o.jpg	1	0	0	0	1	0	0	0	1	0	
some of the food on offer	https://c1.staticflickr.com/9/8078/28184499903_d26889478f_o.jpg	0	0	0	1	0	0	0	0	0	0	
image may contain person on stage playing a musical instrument and indoor	https://c1.staticflickr.com/6/5576/30033948884_438347020a_o.jpg	1	0	1	1	1	0	0	0	1	0	
a cyclist rides through a tunnel	https://c1.staticflickr.com/8/7072/26546098190_d335244dea_o.jpg	0	0	0	0	0	1	0	0	0	0	
the flag flies at half mast	https://c1.staticflickr.com/1/500/32482450305_f52db8521d_o.jpg	1	0	0	0	0	0	0	0	0	0	
the front of the building	https://c1.staticflickr.com/8/7347/27252487753_bc07901775_o.jpg	1	0	0	0	0	0	0	0	0	0	
automobile model at the start of the race	https://c1.staticflickr.com/6/5620/31095113840_8c5a7525df_o.jpg	1	0	0	0	1	0	0	1	0	0	
the hike to the summit	https://c1.staticflickr.com/8/7473/27993606781_6cbfb8a9a8_o.jpg	0	0	0	1	0	0	0	0	0	0	
the world 's most recently posted photos of police and car and brochure hive mind	https://c1.staticflickr.com/1/732/31885206660_6cb0fd34a4_o.jpg	0	0	0	0	0	0	1	0	0	0	text
a view of the bridge	https://c1.staticflickr.com/1/559/31789533986_607c6ee0c9_o.jpg	1	0	0	0	1	0	0	0	0	1	
digital art selected for the #	https://c1.staticflickr.com/8/7656/27415062404_d4e5d381fe_o.jpg	0	0	0	0	0	1	1	0	0	0	text
a view of the construction site	https://c1.staticflickr.com/6/5582/30903236166_f68f0ece0d_o.jpg	1	0	0	0	1	0	0	0	0	1	
person poses for a photo with a fan before the start of the race	https://c1.staticflickr.com/8/7305/27776889242_62d2a28db3_o.jpg	0	0	0	0	0	1	0	0	0	0	
looking back down the trail	https://c1.staticflickr.com/9/8382/29803225662_3741229e52_o.jpg	0	0	0	0	0	1	0	0	0	0	
the front of the building	https://c1.staticflickr.com/8/7415/27571093636_e041d774be_o.jpg	1	0	0	0	0	0	0	0	0	0	
view from the top of the mountain	https://c1.staticflickr.com/6/5781/30659987092_86b519cb76_o.jpg	0	0	0	0	1	0	0	0	1	1	
digital art selected for the #	https://c1.staticflickr.com/9/8183/29175870944_848669965a_o.jpg	0	0	0	0	0	1	0	0	0	0	
on the road to a city	https://c1.staticflickr.com/9/8815/28381384620_3d40bbc376_o.jpg	0	0	0	1	0	0	0	0	0	0	
a little girl plays with her dog on the street	https://c1.staticflickr.com/9/8200/29036719953_3dfaeffbe7_o.jpg	0	0	0	0	0	1	0	0	0	0	
this recipe is by chef and takes	https://c1.staticflickr.com/3/2924/31991889574_f1c5c68843_o.jpg	0	0	0	1	0	0	0	0	0	0	
biological genus in the front yard	https://c1.staticflickr.com/8/7453/27574228246_46d2184605_o.jpg	1	0	0	0	1	0	0	0	1	0	
tourist attraction which includes a park as well as a small group of people	https://c1.staticflickr.com/9/8550/29357795002_f801a3430b_o.jpg	0	0	0	1	0	0	0	0	0	0	
automobile model parked on the street	https://c1.staticflickr.com/9/8433/29331325126_b63553dc32_o.jpg	1	0	0	0	0	0	0	0	0	0	
the logo on the side of a building	https://c1.staticflickr.com/9/8268/30299270035_a99f82b910_o.jpg	0	0	0	0	0	0	1	0	0	0	text
politician addresses a crowd of supporters during a campaign rally	https://c1.staticflickr.com/6/5739/30622122461_b419442b1c_o.jpg	0	0	0	0	0	0	1	0	0	0	text
storm clouds over a farm	https://c1.staticflickr.com/9/8620/27973832210_93f6335666_o.jpg	1	0	0	0	0	0	0	0	0	0	
digital art selected for the #	https://c1.staticflickr.com/9/8231/29626502966_b21ce6a3b0_o.jpg	0	0	0	0	0	1	0	0	0	0	
flowers in a vase by painting artist	https://c1.staticflickr.com/6/5448/31211003342_8afd624b70_o.jpg	0	0	0	0	0	0	1	0	0	0	text
the ruins of the church	https://c1.staticflickr.com/1/539/32552562152_a56c91f31c_o.jpg	1	0	0	0	0	0	0	0	0	0	
pink flower in the garden	https://c1.staticflickr.com/8/7619/26735698604_0fc94ff9fc_o.jpg	1	0	0	0	1	0	0	0	1	0	
portrait of a girl in front of a car	https://c1.staticflickr.com/8/7714/26920794485_05f56f1b6d_o.jpg	1	0	0	0	1	0	0	0	1	1	
the view from the car park	https://c1.staticflickr.com/2/1499/26172337593_bc26944cf7_o.jpg	0	0	0	0	1	0	0	0	1	1	
botanical illustration of a plant	https://c1.staticflickr.com/6/5449/30380549354_645728f0ea_o.jpg	0	0	0	0	0	0	1	0	0	0	text
autumn leaves in the park	https://c1.staticflickr.com/6/5560/31579789435_0c3f67b291_o.jpg	1	0	0	0	1	0	0	0	1	0	
view from the driver 's seat of the car	https://c1.staticflickr.com/9/8154/29676798832_1b24d67638_o.jpg	0	0	0	0	1	0	0	0	1	1	
firefighters respond to a fire in the block	https://c1.staticflickr.com/8/7610/26843524704_a0834567e1_o.jpg	0	0	0	0	0	1	0	0	0	0	
looking up into the trees	https://c1.staticflickr.com/9/8048/28289823153_61e462109b_o.jpg	1	0	0	0	1	0	0	0	0	1	
image may contain person on stage playing a musical instrument and night	https://c1.staticflickr.com/8/7671/27285246444_6d3deff690_o.jpg	1	0	1	1	1	0	0	1	0	0	
a city in the past history	https://c1.staticflickr.com/8/7447/27615672746_b51ed61a85_o.jpg	1	0	0	0	1	0	0	1	0	0	
futurist structure lit up at night	https://c1.staticflickr.com/1/471/31658232236_7d9a15403c_o.jpg	1	0	0	0	1	0	0	1	0	0	
sunset admire the beauty of creations	https://c1.staticflickr.com/9/8736/28207731800_0352b66db2_o.jpg	0	0	0	1	0	0	0	0	0	0	
the view from the top of the hill	https://c1.staticflickr.com/8/7150/26854621006_7145cd443b_o.jpg	0	0	0	0	1	0	0	0	1	1	
interest a gallery on photo sharing website	https://c1.staticflickr.com/1/539/31007122863_ffda114bec_o.jpg	0	0	0	0	0	1	0	0	0	0	
wrought iron gate in a garden	https://c1.staticflickr.com/9/8083/28903816180_d92162ea6c_o.jpg	0	0	0	0	0	0	1	0	0	0	text
crew members in a boat during a training exercise	https://c1.staticflickr.com/6/5467/29944645364_c2760655a2_o.jpg	1	0	0	0	1	0	0	1	0	0	
some of the artwork on display at the exhibition	https://c1.staticflickr.com/8/7773/26831447491_bfca56df80_o.jpg	1	0	0	0	1	0	0	0	1	0	
the roots of the banyan tree	https://c1.staticflickr.com/6/5807/30905882832_7d931a2af6_o.jpg	1	0	0	0	0	0	0	0	0	0	
digital art selected for the #	https://c1.staticflickr.com/6/5518/31885834225_ac58b9047e_o.jpg	0	0	0	0	0	1	0	0	0	0	
a view of the lake	https://c1.staticflickr.com/8/7454/26812285772_af3928e9df_o.jpg	1	0	0	0	1	0	0	0	0	1	
a helicopter takes off from the flight deck of the amphibious assault ship	https://c1.staticflickr.com/9/8214/28939683523_5c65d32402_o.jpg	1	0	1	0	1	0	0	0	1	0	
the marina at the end of the day	https://c1.staticflickr.com/9/8280/28968026723_7ac1f545e3_o.jpg	1	0	0	0	1	0	0	1	0	0	
view of the cottage from the lake	https://c1.staticflickr.com/8/7397/26863394605_1e09c4be7b_o.jpg	1	0	0	0	1	0	0	0	1	1	
northern lights in the sky over region photo	https://c1.staticflickr.com/9/8112/29302348610_327c319006_o.jpg	1	0	0	0	1	0	0	0	1	1	
the view from the window	https://c1.staticflickr.com/8/7094/26655369680_9945629696_o.jpg	0	0	0	0	1	0	0	0	1	1	
this is an example of a traditional water fountain landscape	https://c1.staticflickr.com/8/7571/26953910900_9174f7856c_o.jpg	0	0	0	1	0	0	0	0	0	0	
the ceiling in the basement	https://c1.staticflickr.com/8/7446/27011552855_b8e5e22d7b_o.jpg	1	0	0	0	1	0	0	0	1	0	
exterior view of the building	https://c1.staticflickr.com/6/5450/31027964446_0131463b96_o.jpg	1	0	0	0	1	0	0	0	0	1	
workers on the roof of a building under construction	https://c1.staticflickr.com/9/8304/29567929611_5d1f9cd505_o.jpg	0	0	0	0	0	1	0	0	0	0	
people enjoy a sunny day on the beach	https://c1.staticflickr.com/8/7351/27156220563_f915135671_o.jpg	1	0	1	0	0	0	0	0	0	0	
swimming pool on the roof of the hotel	https://c1.staticflickr.com/1/454/30947483914_17c0426d7f_o.jpg	1	0	0	0	1	0	0	0	1	0	
image may contain person on stage playing a musical instrument concert and night	https://c1.staticflickr.com/9/8406/29146061475_90b287d39a_o.jpg	0	0	0	0	0	1	0	0	0	0	
a city from across the river	https://c1.staticflickr.com/9/8138/29114849011_9f915cafed_o.jpg	0	0	0	0	0	1	0	0	0	0	
video game series in the forest at night	https://c1.staticflickr.com/6/5505/30390376303_e310116cfa_o.jpg	0	0	0	0	0	1	0	0	0	0	
painting of a blue sky	https://c1.staticflickr.com/8/7422/26969648331_a0b94e96f4_o.jpg	0	0	0	0	0	1	0	0	0	0	
a city featuring street scenes as well as a small group of people	https://c1.staticflickr.com/6/5823/30009493211_b974878cc4_o.jpg	0	0	0	0	0	1	0	0	0	0	
the hills are alive with the sound of music	https://c1.staticflickr.com/6/5582/31479444182_b0ae3b4815_o.jpg	0	0	0	1	0	0	0	0	0	0	
a blog about home and garden design including design	https://c1.staticflickr.com/6/5016/29596396263_dbb8235bb4_o.jpg	0	0	0	0	0	1	0	0	0	0	
view from the top of the mountain	https://c1.staticflickr.com/8/7709/27238823190_1e9aede24f_o.jpg	0	0	0	0	1	0	0	0	1	1	
sunset at the end of the day	https://c1.staticflickr.com/9/8604/28593856751_b70396263a_o.jpg	1	0	0	0	1	0	0	1	0	0	
geographical feature category in the world	https://c1.staticflickr.com/4/3729/33109527545_001181d1f9_o.jpg	0	0	0	0	0	1	0	0	0	0	
gallery racing at radio station	https://c1.staticflickr.com/8/7432/27518535250_913bf87a75_o.jpg	0	0	0	0	0	1	0	0	0	0	
tourist attraction which includes a garden as well as a small group of people	https://c1.staticflickr.com/8/7105/27487731495_09ce3b6989_o.jpg	0	0	0	1	0	0	0	0	0	0	
aerial view of the city	https://c1.staticflickr.com/6/5817/30202792476_d8b9158b8f_o.jpg	1	0	0	0	1	0	0	0	0	1	
interest a gallery on photo sharing website	https://c1.staticflickr.com/9/8829/28592535416_27916c7852_o.jpg	0	0	0	0	0	1	0	0	0	0	
a woman looks at the camera as she walks through a crowd of people	https://c1.staticflickr.com/9/8707/28169699663_0d85520eac_o.jpg	0	0	0	0	0	1	0	0	0	0	
image may contain person riding on a horse sky and outdoor	https://c1.staticflickr.com/3/2688/32690258091_7669f1f320_o.jpg	1	0	1	1	1	0	0	0	1	0	
